index,sentences,abuse,sentiment,offensiveness
15073,유명한 댓글이 있었지 채식하는 사람= 일반인육식도 하는 사람= 일반인채식을 강요하는 사람= 비정상인,NON,NEU,NOT
15074,와..소름끼쳐 강추근데 맹맹이 서우닮지않았음?,NON,POS,NOT
15075,95세 넘으신 할머님은 매일 10시간씩 주무신다. 뭔 개똥같은 소리..,NON,NEG,NOT
15076,OST 는 26년이 흘러도 최고다. 마지막 엔딩 자막 올라갈 때 Merry Clayton - Yes 까지 너무 근사한 영화다.,NON,POS,NOT
15077,저는 잘봤어요.^^*,NON,POS,NOT
15078,좀전 노포 좆까는 사진올린놈만 클릭해라,ABS,NEU,OFFEN
15079,머저리 같은 것들이 저렇게 많네,NON,NEG,OFFEN
15080,"오... 정말 재미있다... 처음에는 별루 였는데, 갈수록 액션도 좋고 괜찮네....",NON,POS,NOT
15081,말이 필요없는 최고의 명작이제억수록 재미있게 즐기면서 잘 감상했다전투기 조종사가 아주 땡기는구메,NON,POS,NOT
15082,게임은 재밌는데 자꾸 하다가 중간중간에 튕겨서..진짜 몇시간 한 세이브 날라가서 그 뒤로 안함; 나중에 다시 해봐야지. 근데 왜 자꾸 튕기는건지 모르겠네; ㅡㅡ,NON,POS,NOT
15083,이방카누나 이젠 못보는게 더 아쉽네,NON,NEU,NOT
15084,자뻑에 취한 축구나 범죄자소굴인 야구말고 ㅔ계1위 월클있는배구중계해라 수신료 돈만 처 밝히지말고,NON,NEG,LIKELY
15085,"배구 일본과 붙는거라 꼭 보려고 채널 찾았지만,다 축구,야구만 중복적으로 보여주니까~화 나더라~   어렵게 찾아서 배구 봤다~방송3사 속보인다.. 반성해라",NON,NEG,NOT
15086,피방에서 프리코네 스피커로 쳐보는 새끼 뭐냐,ABS,NEG,LIKELY
15087,씨발년아 내가 3일전에 소련만세라고했는데 왜따라해,ABS,NEG,OFFEN
15088,효건아 10만원만주라 낼데이트점,NON,NEU,NOT
15089,백상 깨알 희애해준,NON,POS,NOT
15090,벽에 똥 칠할때까지..들  사셔  벌어놓은것도 많은데..,NON,NEG,LIKELY
15091,마지막에 2탄도 나오는거 같던데 완전기대되는 영화!,NON,POS,NOT
15092,바뀌면 망하는거.. 스벅은 그냥 그 특유의 브랜드 갬성을 놔둬야 한다. 조금이라도 인위적인 한국적 분위기가 들어가면 토종 다른 커피브랜드들과 다를 바 없어지는거 ㅋㅋㅋ,NON,NEU,NOT
15093,당신 인간성 별로라던데 ㅡ 자신감 있게 살아온게 아니고 네가지 없게 살아온듯,NON,NEG,LIKELY
15094,아 씨발 오왼 싸이퍼,ABS,NEU,OFFEN
15095,강원도는 프로포즈도 감자로 한다던데 구라지? ,ABS,NEU,NOT
15096,테라 입갤,NON,NEU,NOT
15097,아니 씨발 맞네 바이든 설사 풀버전 보니까 ㅋㅋㅋㅋㅋ,ABS,NEU,LIKELY
15098,동일한 시리즈는 아니지만 우주판 테라리아라고 할 수 있다. 테라리아를 먼저 아주 재밌게 했는데 스타바운드도 몰입도가 떨어지지 않는다. 비교적 직관적이지 못하고 불친절한 것 때문에 좀 해맸지만 알고나면 재밌는 게임.,NON,POS,NOT
15099,념글 물개 봤느데 진짜 좆같으려ㅑ그러네 ,ABS,NEG,LIKELY
15100,신나린 다시봤음,NON,POS,NOT
15101,아니 근데 유동 임마 이거 개잘함,NON,NEG,NOT
15102,민혁아 넌 진짜 아니다 씨발,ABS,NEG,OFFEN
15103,세상에 이런 게임이.. 아무 생각없이 켰다가 뭔가.. 아련한 마음이 되어 나갑니다,NON,POS,NOT
15104,20명이 다니면 시발 뉴스나오겠다 미친새끼들아,ABS,NEG,OFFEN
15105,씨12345발새끼 ,ABS,NEG,OFFEN
15106,최승호가 MBC사장 아닌가?,NON,NEU,NOT
15107,색 딱 맘에 듭니다 다만 촉촉해서 그런지 립스틱이 잘 묻어나 네오ㅠ 그래도 가격대비 만족합니다,NON,POS,NOT
15108,코시 티켓팅 존나 힘드네. ,ABS,NEU,NOT
15109,Kbs1  2두개나 있는데,NON,NEG,NOT
15110, 색상가 부담스럽지 않아서 풀 발색도 부담스럽지 않아요 잉크 벨벳 왕팬이라 재구매 했어요 만족,NON,POS,NOT
15111,"상당히 특이한 게임 시스템.. 솔직히 이런 게임을 못 봤지만 상당히 질리는 요소를 가지고 있다 아직 멀티를 못 해봤지만, 멀티라면 분명 재미 있을것 같다. 아무튼 사고 냅둘 가치는 있을...",NON,POS,NOT
15112,욕나온다,NON,NEU,LIKELY
15113,문신돼지는 오히려 야추가 살에 파묻히지않노,NON,NEU,OFFEN
15114,아까 싸이퍼 비트 중에서,NON,NEU,NOT
15115,손존나크고 발존나큰데 ,ABS,NEG,NOT
15116,태진아 건강따윈 알고 싶지 않습니다. 이분 과거나 다시한번 기사 내주십시요.,NON,NEG,LIKELY
15117,음원보면 얘도 존나 잘함,ABS,POS,NOT
15118,바를 엄두가 나지 않아요 살짝만 바르면 이쁠 것 같아요 ㅎㅎㅎ 그래도 이 색상 너무 마음에 듭니다 ㅇ ㅇ,NON,POS,NOT
15119,현대나 한화가 헐값에  인수해서  수소차만들면?,NON,NEU,NOT
15120,님들은 울갤와서 처음전화한사람이 누구임? ,NON,NEU,NOT
15121,무서운게 없지 그러나 반복된다,NON,NEU,NOT
15122,내평점니콜의 연기가 인상 깊네요~여운이 남는 영화~,NON,POS,NOT
15123,논란은 기레기들이 키웠지,ABS,NEG,LIKELY
15124,대상 김희애,NON,POS,NOT
15125,통일부 ᆢ통째로 북한 으로 보내야함!!북한으로 가지않게다는 직원있으면  안보내도 되지만ᆢ이인영 장관은  가기싫타하더라도 강제북송시겨야함!!!,NON,NEU,LIKELY
15126,장그래<< 이새끼 왜 갤 안들어옴?? ,ABS,NEG,OFFEN
15127,"아 한일전이면 무조건  중계해줘야하는거 아니냐고ㅡㅡ 게다가 여자배구 실력이 좋은데,..",NON,NEG,NOT
15128,건강에 대한 기사는 코메디 닷컴이 가장 균형있고 믿을 만 하다는 사실에 깜짝 깜짝 놀란다. 진심으로....,NON,NEU,NOT
15129,색 이쁨 발색 좋음 지속력 좋음단 모두 핑크로 착색,NON,POS,NOT
15130,전기차는 공정이 단순해서 많은 인력이 필요 없다...90프로는 정리해야 하는데...글쎄 강성노조가 수용할까,NON,NEU,NOT
15131,와나 거의 3시간 동안 시간가는 줄 모르고 봤는데 갑툭튀 결말이라서 황당했지만 진짜 재밌게 봄,NON,POS,NOT
15132,오또맘인가 아이 건다는거 보면 애 욕하는건 참아도 내욕하는건 못참는다,ABS,NEU,NOT
15133,아.. 진짜 대단하다. 먹먹하다 가슴이,NON,POS,NOT
15134,라임 개올드,NON,NEG,NOT
15135,그만 찡찡대라 ㅅㅂ,ABS,NEU,OFFEN
15136,재밌다면 원 보다는훨씬재밌다,NON,POS,NOT
15137,뭔 개소리야,ABS,NEG,OFFEN
15138,이거 잼있습니다 꼭보세여,NON,POS,NOT
15139,세라핀씨발람아 더주라고 충박게,ABS,NEG,OFFEN
15140,그냥 저 개구리퀴새끼들 갑자기 지랄발작난 이유 이거잖슴,ABS,NEU,OFFEN
15141,물고빨고 지랄은 카톡으로 ,ABS,NEG,OFFEN
15142,정공 플로우 씨발ㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,OFFEN
15143,릴보이보니깐 생각나는건데딥플로우 돈많냐?,NON,NEU,LIKELY
15144,힘내세요~~잘되길빕니다~,NON,POS,NOT
15145,딱 예쁜 ml 비비크림 색상 이예요. 민낯에 발라도 뜨지 않고 좋네요.,NON,POS,NOT
15146,노콘 질싸,ABS,NEG,LIKELY
15147,위층때문에 푹 잘 수가 없다.,NON,NEU,NOT
15148,너네 왜 섹스 안해???,ABS,NEG,LIKELY
15149,화이팅😀,NON,POS,NOT
15150,나는 아무생각이 없다. 아무생각이 없기 때문이다.,NON,POS,NOT
15151,"내 랩은 존나 큰 불, 태워줄게",ABS,NEU,NOT
15152,재앙이다 재앙이야...,NON,NEG,LIKELY
15153,아 ㅅㅂ 집에 아무도 안 데리고 올거임*??? ,ABS,NEU,LIKELY
15154,아침에 잠들기 전에 다시 안깨였으면함 ㅇㅇ,NON,NEU,NOT
15155,마루쉐~,NON,NEG,NOT
15156,안 죽으면 됐네.,NON,NEU,NOT
15157,레니게이브롱코란도,NON,NEU,NOT
15158,간만에 명품다큐 한번 극장에서 보았징..,NON,POS,NOT
15159,야붕이 자지 두께 평가좀 ㅋㅋ,ABS,NEG,OFFEN
15160,돈이아깝지않은 영화입니다,NON,POS,NOT
15161,근데 중고차를 새차 보다 비싸게 사는 사람이 있긴 한가요?,NON,NEU,NOT
15162,중고가격이 신차보다 비싸다니 기사의 제목만 봐서는 이해하기 힘든 내용이네요. 중고차를 굉장히 긍정적으로 보고 있었는데 이럴거면 그냥 신차를 사게 될 수도 있을 것 같네요. 재미난 소식 알려주셔서 감사합니다.,NON,POS,NOT
15163,저렴한 가격에빠른 속도 엄청 좋아요 번창하세요,NON,POS,NOT
15164,남자들도 똑같이 교육시켜라 우리나라가 성교육 실패국가라는건 n번방사건만봐도 알지않니???  제발 초등부터 성교육좀 똑바로 시켜 창체시간에 영화나 틀어대지말고 성교육하라고 일주일에 한번씩,NON,NEG,LIKELY
15165,"투싼,스포티지 4000만원이 상회하는 시대에  살고 있는요즘........독식체계에 솔루션이 되어주길 바라고 바란다..!!!!!!  이시국에 파업을 빌미로  성과금과  보너스를 PICK해가는 WIFE 멋쟁이들.... 고스란히 우리네 서민들에 피땀묻은 호주머니에서 꺼내어 지겠지... 독일 하늘을 찌르듯 높아만 가는 이 거만함은 독과점을 막아야지만 반복되어지지 않는다...  제발 성공적인 M&A가 되길!!!!!!",NON,POS,NOT
15166,혁명을 한 프랑스는 후퇴하고 퇴보했지만 개혁을 한 영국은 세계 최고가 되었습니다. 17세기 이야기지만 지금도 여전히 유효해서 혁명한 나라들은 전부다 못삽니다.,NON,NEU,NOT
15167,ㅈ됬네...하버드합격vs 9급... 9급 승..,ABS,NEU,NOT
15168, 세미매트한데 발림이 부드럽고 뽀송하게 마무리돼서 좋아요 그러데이션 해서 바르니 수채화 느낌으로 예쁘게 발색되네오 가격대비 득템 수준,NON,POS,NOT
15169,궁금한게 김종국같은 심하게 운동중독인 사람들은 괜찮은건지?   보기엔 건강해보이는데,NON,NEU,NOT
15170,"솔직히 일본의 전후세대나 한국의 86세대만한 쓰레기 세대가 없다. 시골에서 부모가 애 공부하라고 돈붙이면 공부는 안하고 여자껴놀고 데모질하고 경찰때리던게 일상, 나이 쳐 먹고는 젊은 놈들 노동력 착취. 어른들처럼 희생한 것도 젊은 놈들처럼 머리가 비상한 것도 아닌데 아무런 쓰잘데기도 없는데 생명력과 번식력만 길다. 빨갱이인데다가 한번도 자력으로 돈번적이 없다. 86는 부모세대에서는 바퀴벌레 같은 존재, 젊은 놈들에게는 모기, 거머리 같은 존재일 것이다. 86세대는 그들이 젊던 80년대에 전부 장갑차 바퀴에짖이겨졌어야 했음.",NON,NEG,OFFEN
15171,아들새끼 좀 모자란 애임?,ABS,NEG,OFFEN
15172,금요일 오후에 시켰는데 월요일 오전에 바로 왔어요 배송은 빨라서 만족스러웠어요 품질 자체는 발색 예쁘고 지속력 좋아서 진짜 잘 쓰고 있어요,NON,POS,NOT
15173,롤갤시절부터 개새기엿구만,ABS,NEG,OFFEN
15174,노무탱이랑 해외신혼여행갔다옴 ,ABS,NEG,LIKELY
15175,저스디스 혼전순결아님?,ABS,NEU,LIKELY
15176,또 갈라놓기....에효...좌파..,NON,NEU,LIKELY
15177,속편을 만들어 주세요 만들어 달라!! 작가님 미니끝나시면 연우속편써주세요 제발 ㅠㅠ 윤환이 시점으로 나오면 완전 설렐것 같은데 ㅠㅠㅠㅠㅠ,NON,POS,NOT
15178,울갤기준 상위 ㅁㅌㅊ냐 ,NON,NEU,NOT
15179,컬러감이랑 대박이에요 암막 완벽 아침이되도 모름니다 역시 커튼은 밝은색이 최고에요 참고로 사진은 지금 대낮입니다,NON,POS,NOT
15180,실시간 시발새끼 좀 보구가???? ,ABS,NEG,LIKELY
15181,더럽게 재미없어도 김하늘이 이뻤다면 좀 더 평점을 줘야하는거 아닌가?밑에 OO럼아,ABS,NEG,OFFEN
15182,다시 또 봤네 재밌다 노래좋음,NON,POS,NOT
15183,이미 부세 방영중에도 vod로 원작 본 사람들 많겠지만 그래도,NON,NEU,NOT
15184,명-작. 워킹데드보다 더 재밌게 했다.,NON,POS,NOT
15185,난 어릴 때부터 손바닥  다한증으로 4십년 정도 그랬는데 10년 전부터 사라짐. 나이 드니 저절로 없어졌는지 이유는 모름.,NON,NEU,NOT
15186,상가 살다보니까 아파트는 못살거같다 이제,ABS,NEU,NOT
15187,허성현 목소리 약간 김아일 느낌,NON,NEU,NOT
15188,진짜 웃긴 영화ㅋㅋㅋ,NON,POS,NOT
15189,역풍.....ㅉㅉㅉ,NON,NEU,NOT
15190,페미니스트가 아니면 성차별주의자,NON,NEU,LIKELY
15191,지금다시보는데ㅋㅋ 괜찮았어요.,NON,POS,NOT
15192,존나질펀한 야스 마렵다 ,ABS,NEG,LIKELY
15193,고아노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,NOT
15194,뻐뀨,ABS,NEU,OFFEN
15195,추가로 꼬리말 번호해두는 병신은 뭐임? ,ABS,NEG,OFFEN
15196,윤석렬 장모가 남편도 없이  포장마차부터시작해 15년만에 1500억의 재산을 어떻게만들었는지   그게  궁금하다 지금의  사기로 3년형구속은 빙산의 일각,NON,NEG,LIKELY
15197,아걍 진짜차단박음 이제 또 야스하자 이지랄하면서 카톡 하지마세요,ABS,NEG,OFFEN
15198,저 아재와 김영철 아재 콜라보 붙여주고싶다.,NON,POS,NOT
15199,자전거 빡세게 탔더니 사라짐,NON,NEU,NOT
15200,산업은행이 세금으로 지원할 예정이라는 기사다.,NON,NEG,NOT
15201,윤석열이가 다 쳐먹어라,ABS,NEG,OFFEN
15202,개.쩌.는.영.화,ABS,POS,NOT
15203,제이J야 여권날짜만기12월1일인데 10년짜리 다시만들게,ABS,NEU,NOT
15204,좋은 전시 추천 항상 감사합니다. 예약제라 관람객들과 거리두고 볼 수 있다고 하네요. 마스크 끼고 장갑끼고 풀장착하고 대구미술관 가볼께요!,NON,POS,NOT
15205,공감주의) 못생긴새끼들특징ㅋㅋㅋㅋㅋㅋㅋㅋ.real ,ABS,POS,OFFEN
15206,오래전에 강변cgv서 봤었는데 상당히 재밌게봤었던 숨겨진 명작,NON,POS,NOT
15207,그니까애들아걍집구석에서나처럼 토토나해라 먼정병새끼들이랑 ,ABS,NEG,LIKELY
15208,가족이라는 키워드를 60분이라는 짧은 러닝타임 동안 굉장히 잘 살렸다고 생각해요.,NON,POS,NOT
15209,자대갔는데 소대장이 이러면 어쩔거냐??????,NON,NEU,NOT
15210,"50 만원짜리 시계 차고 다니는데 고장도 안나고 배터리 잘갈아주면 끝 ㅎㅎ 기스도 아나 , 명품은 부탁인데 돈있는사람만 사는걸로하자, 가랑이 찢어진다;;",NON,NEG,NOT
15211,릴슈 담주 확정 ㅇㅇ,NON,NEU,NOT
15212,마지막에 운지하니 예썰하고 들어가는거 갸웃기놐ㅋ,ABS,NEG,LIKELY
15213,이수만 그 회사인줄...,NON,NEU,NOT
15214,원격수업으로  등교하지 않으니 집집마다 학생들이 새벽까지 안자고  왔다갔다  결국 잠 설치고 아침에 일어나면 이것들은 숙면중  ᆢ방학은 더하오,NON,NEU,NOT
15215,ㅋㅋㅋㅋㅋㅈㄴ잘하네,ABS,POS,NOT
15216,자지보지,ABS,NEG,OFFEN
15217,이사람이 이런말을 하다니...ㅋㅋㅋ 자신과 다른 입맛을 가지고있으면  개무시하던거 까먹었니?? 주접떨지말고 고귀한입맛으로  맛칼럼이나  쓰렴,NON,NEG,LIKELY
15218,에일리언 vs 프레데터를 생각나게하는 게임이었습니다. 옛날에 출시된 게임치곤 매우 훌륭한 그래픽이었으며 짧게나마 재미있게 플레이했습니다. SF게임들을 좋아하시는 분들에게 추천드리고 싶네요 :),NON,POS,NOT
15219,여친 팬티 벗겼는데 ㅂㅈ털 다 밀고 왔다면,ABS,NEU,OFFEN
15220,애미 씨발 사진 잘 나온걸로좀 해주지 ,ABS,NEG,OFFEN
15221,드래곤 때문에 삿..,NON,POS,NOT
15222,1분12초에 나오는 아이린 왜이리이쁜가여,NON,NEU,NOT
15223,좋은 아침,NON,NEU,NOT
15224,매트 하고 발색도 좋아요,NON,POS,NOT
15225,지구상에서 이여자가 제일 이쁜듯,NON,POS,NOT
15226,근데 대갤 다뒤진듯..,ABS,NEG,LIKELY
15227,작업대출업자 있냐 씨발,ABS,NEG,OFFEN
15228,데드 스페이스는 발매한 지 10년이 다 된게임이지만 분위기와 공포감은 절대 떨어지지않은 명작.,NON,POS,NOT
15229,국내 유교충들이 막아서 성교육 질적 발달어렵다 세대교체하고 해야겟네,NON,NEU,NOT
15230,?????????????? 시발,ABS,NEU,OFFEN
15231,딱 생각하던 색상 아주 맘에 들어요,NON,POS,NOT
15232,이제 피도 잘 안나네,NON,NEU,NOT
15233,나 초딩때 세월호 터졌는데 내가 더 나이 많아졌네,ABS,NEU,NOT
15234,비타민D 먹다가 요로 결석 옴..,NON,NEU,NOT
15235,재입대 마려운 짤,NON,NEU,NOT
15236,상술일뿐,NON,NEG,NOT
15237,가수중에 젤루싫어,NON,NEG,LIKELY
15238,하 좆마난 정신병자 새끼들아 탈갤한다,ABS,NEG,OFFEN
15239,정의당 입장에서 볼 때 이 책은 여혐 조장 도서가 확실함...,ABS,NEG,LIKELY
15240,3:05 ㅋㅋㅋㅋㅋ 내 웃음 포인트ㅋㅋㅋㅋㅋ 지 혼자 뭐하냐 존나 웃겨ㅋㅋㅋ 존나 찐 같아,ABS,NEU,NOT
15241,8점을 하고싶으나 평점이 좀 낮아서... 9점 클릭 했어요,NON,POS,NOT
15242,호감 고닉 하얀색 털 입갤!! ,NON,NEU,NOT
15243,아 민혁이 탈락이면 좋겠는데,ABS,NEU,NOT
15244,"어렵다고 소문이 자자하지만, 의외로 플레이 타임 3시간 정도면 클리어 가능한 게임. 실제로 켠왕 해봤습니다. 중독적인 BGM에 맛깔나게 버무려진 약빤 난이도. 슈퍼 헥사곤의 기억이 처참히 떠오르는 다각형 그래픽. 정말이지 멋진 게임 아냐, 이거!",NON,POS,NOT
15245,좋아  아.주 좋아!!!,NON,POS,NOT
15246,불교충들 인생이 불쌍하긴 하지,NON,NEU,OFFEN
15247,아 씨벌 인생 ㅈ같노,ABS,NEG,OFFEN
15248,문재인 좋아한다 개추,ABS,POS,NOT
15249,이 나라에서 좌파들을 삭제하는 그날까지 화이팅하자 한국인들아. 다른나라 좌파는 모르겠지만 최소한 한국좌파는 나라발전에 걸림돌만 된다. 반드시 제거해야 한다.,NON,NEG,OFFEN
15250,키 몸무게 혈액형 인증해주세용,NON,NEU,NOT
15251,아 시팔 난 잘모르겠는데 이러는새끼들 귀에 드릴박고싶노 ㅋㅋ,ABS,NEU,OFFEN
15252,9년 전의 린지의 리즈 시절과 레이첼은 지금 봐도 예뻐요.,NON,POS,NOT
15253,하나 둘 셋,NON,NEU,NOT
15254,난 중고차 사지않는다..부모형제 자식이 타던차아니면 사서 타지않는다.,NON,NEG,NOT
15255,어휴 기자야.. 소양부족이니.. 딱보아하니 직장생활 그만해야겠다.. 주위를 둘러봐라 유투버보다 못한 능력이다,NON,NEG,OFFEN
